Billing Period Start,Billing Period End,Work Item Key,Work Item Type,Service Date,Property Key,Client,Work Category,Worker Key,Default Worker Key,Assignment Overridden,Approved Client Price,Approved Worker Price,Cost,Business Income,Pricing Status,Price Approved At,Worker Price Overridden,Ready For Billing,No Payment,Public Holiday Flag,Source File
2026-05-25,2026-06-07,WI-0363,Job,2026-05-25,PROP-16FD8C17,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0364,Job,2026-05-25,PROP-D98A0A34,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,0.00,0.00,0.00,0.00,job-no-payment,,false,true,true,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0365,Job,2026-05-25,PROP-28A7A972,Client 2,Cleaning,WRK-ED6E25ED,WRK-ED6E25ED,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0366,Job,2026-05-25,PROP-2476444F,Client 2,Key handling,WRK-ED6E25ED,WRK-ED6E25ED,false,72.50,40.00,0.00,32.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0367,Job,2026-05-25,PROP-430CA5CF,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0368,Job,2026-05-25,PROP-AA45D193,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0369,Job,2026-05-26,PROP-43D8BE16,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0370,Job,2026-05-27,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0371,Job,2026-05-28,PROP-0A509508,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0372,Job,2026-05-29,PROP-846525D0,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0373,Job,2026-05-31,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0374,Job,2026-05-31,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0375,Job,2026-05-31,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0376,Job,2026-05-31,PROP-0617E567,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0377,Job,2026-05-31,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0378,Job,2026-06-01,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0379,Job,2026-06-01,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0380,Job,2026-06-01,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0381,Job,2026-06-01,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0382,Job,2026-06-02,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0383,Job,2026-06-04,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0384,Job,2026-06-05,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0385,Job,2026-06-05,PROP-CFDA1271,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,61.00,30.00,0.00,31.00,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0386,Job,2026-06-06,PROP-85C040C1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0387,Job,2026-06-06,PROP-507559B2,Client 1,Standard service,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0388,Job,2026-06-06,PROP-28A7A972,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0389,Job,2026-06-07,PROP-846525D0,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0390,Job,2026-06-07,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0391,Job,2026-06-07,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0392,Job,2026-06-07,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0393,Job,2026-06-07,PROP-F75AF396,Client 3,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-05-25,2026-06-07,WI-0394,Job,2026-06-07,PROP-BFCFD3F1,Client 3,Key handling,WRK-99159EBC,WRK-99159EBC,false,90.50,55.00,0.00,35.50,quoted,,false,true,false,false,jobs_period_05.csv
2026-06-08,2026-06-21,WI-0395,Job,2026-06-08,PROP-60C27B2C,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,62.50,40.00,0.00,22.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0396,Job,2026-06-08,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0397,Job,2026-06-08,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0398,Job,2026-06-08,PROP-F3FD8F46,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0399,Job,2026-06-08,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0400,Job,2026-06-09,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0401,Job,2026-06-09,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0402,Job,2026-06-09,PROP-0617E567,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0403,Job,2026-06-09,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0404,Job,2026-06-09,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0405,Job,2026-06-10,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0406,Job,2026-06-12,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0407,Job,2026-06-13,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0408,Job,2026-06-13,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0409,Job,2026-06-13,PROP-DA79631D,Client 3,Cleaning,,,false,61.30,0.00,8.80,52.50,job-business,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0410,Job,2026-06-14,PROP-167D930B,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0411,Job,2026-06-14,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0412,Job,2026-06-14,PROP-BFCFD3F1,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0413,Job,2026-06-14,PROP-43D8BE16,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0414,Job,2026-06-15,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0415,Job,2026-06-15,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0416,Job,2026-06-15,PROP-38676AB9,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0417,Job,2026-06-16,PROP-FC154A3F,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0418,Job,2026-06-18,PROP-F75AF396,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0419,Job,2026-06-18,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0420,Job,2026-06-19,PROP-B594FDA8,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0421,Job,2026-06-20,PROP-CFDA1271,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,40.00,30.00,0.00,10.00,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0422,Job,2026-06-20,PROP-DA79631D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0423,Job,2026-06-20,PROP-43D8BE16,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0424,Job,2026-06-21,PROP-DF9FFABC,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,65.50,45.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0425,Job,2026-06-21,PROP-8F424ACA,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0426,Job,2026-06-21,PROP-F3FD8F46,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0427,Job,2026-06-21,PROP-2A4ECCC4,Client 1,Key handling,WRK-DD63004A,WRK-DD63004A,false,83.30,50.00,8.80,24.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0428,Job,2026-06-21,PROP-4DAF268D,Client 1,Cleaning,WRK-DD63004A,WRK-DD63004A,false,61.30,40.00,8.80,12.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0429,Job,2026-06-21,PROP-38676AB9,Client 2,Cleaning,WRK-DD63004A,WRK-DD63004A,false,99.50,45.00,0.00,54.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0430,Job,2026-06-21,PROP-BFCFD3F1,Client 2,Key handling,WRK-DD63004A,WRK-DD63004A,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-08,2026-06-21,WI-0431,Job,2026-06-21,PROP-430CA5CF,Client 2,Key handling,WRK-DD63004A,WRK-DD63004A,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_06.csv
2026-06-22,2026-07-05,WI-0432,Job,2026-06-22,PROP-F75AF396,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,69.50,35.00,0.00,34.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0433,Job,2026-06-22,PROP-B594FDA8,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,56.35,40.00,3.85,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0434,Job,2026-06-22,PROP-DA79631D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,65.97,40.00,13.47,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0435,Job,2026-06-23,PROP-0617E567,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0436,Job,2026-06-23,PROP-FC154A3F,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0437,Job,2026-06-23,PROP-43D8BE16,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0438,Job,2026-06-24,PROP-4DAF268D,Client 1,Cleaning,WRK-99159EBC,WRK-4A0C30E3,true,55.19,40.00,2.69,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0439,Job,2026-06-25,PROP-8F424ACA,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0440,Job,2026-06-25,PROP-DA79631D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0441,Job,2026-06-26,PROP-167D930B,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0442,Job,2026-06-26,PROP-F75AF396,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0443,Job,2026-06-26,PROP-1C7EBE9E,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0444,Job,2026-06-27,PROP-2A4ECCC4,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0445,Job,2026-06-27,PROP-43D8BE16,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0446,Job,2026-06-28,PROP-8F424ACA,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0447,Job,2026-06-28,PROP-F75AF396,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0448,Job,2026-06-28,PROP-4DAF268D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0449,Job,2026-06-28,PROP-38676AB9,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0450,Job,2026-06-29,PROP-BFCFD3F1,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0451,Job,2026-06-29,PROP-2A4ECCC4,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0452,Job,2026-06-29,PROP-167D930B,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0453,Job,2026-06-29,PROP-F3FD8F46,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,66.50,45.00,0.00,21.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0454,Job,2026-06-29,PROP-1C7EBE9E,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0455,Job,2026-06-30,PROP-F75AF396,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0456,Job,2026-06-30,PROP-DA79631D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,60.20,40.00,7.70,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0457,Job,2026-07-02,PROP-BFCFD3F1,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0458,Job,2026-07-02,PROP-D8248E85,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0459,Job,2026-07-03,PROP-FC154A3F,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0460,Job,2026-07-03,PROP-2A4ECCC4,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0461,Job,2026-07-03,PROP-38676AB9,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0462,Job,2026-07-04,PROP-38676AB9,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0463,Job,2026-07-05,PROP-B594FDA8,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0464,Job,2026-07-05,PROP-1C7EBE9E,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0465,Job,2026-07-05,PROP-4DAF268D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0466,Job,2026-07-05,PROP-DA79631D,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0467,Job,2026-07-05,PROP-F75AF396,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0468,Job,2026-07-05,PROP-5743DAA0,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,65.50,35.00,0.00,30.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0469,Job,2026-07-05,PROP-430CA5CF,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,119.50,80.00,0.00,39.50,quoted,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0470,Job,2026-07-05,PROP-7BD057D4,Client 3,Cleaning,,,false,66.50,0.00,0.00,66.50,job-business,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0471,Job,2026-07-05,PROP-AA45D193,Client 3,Cleaning,,,false,55.50,0.00,0.00,55.50,job-business,,false,true,false,false,jobs_period_07.csv
2026-06-22,2026-07-05,WI-0472,Job,2026-07-05,PROP-15C4B2C1,Client 3,Cleaning,,,false,66.50,0.00,0.00,66.50,job-business,,false,true,false,false,jobs_period_07.csv
2026-07-06,2026-07-19,WI-0473,Job,2026-07-06,PROP-2A4ECCC4,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,74.50,50.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0474,Job,2026-07-06,PROP-43D8BE16,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0475,Job,2026-07-06,PROP-167D930B,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,45.00,0.00,14.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0476,Job,2026-07-06,PROP-85C040C1,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0477,Job,2026-07-07,PROP-FC154A3F,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,59.50,40.00,0.00,19.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0478,Job,2026-07-07,PROP-F75AF396,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,55.50,35.00,0.00,20.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0479,Job,2026-07-08,PROP-85C040C1,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0480,Job,2026-07-08,PROP-38676AB9,Client 2,Cleaning,WRK-99159EBC,WRK-99159EBC,false,69.50,45.00,0.00,24.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0481,Job,2026-07-08,PROP-D8248E85,Client 2,Key handling,WRK-99159EBC,WRK-99159EBC,false,45.50,35.00,0.00,10.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0482,Job,2026-07-09,PROP-8F424ACA,Client 1,Cleaning,WRK-4A0C30E3,WRK-4A0C30E3,false,50.50,35.00,0.00,15.50,quoted,,false,true,false,false,jobs_period_08.csv
2026-07-06,2026-07-19,WI-0483,Job,2026-07-09,PROP-1C7EBE9E,Client 1,Key handling,WRK-4A0C30E3,WRK-4A0C30E3,false,52.50,40.00,0.00,12.50,quoted,,false,true,false,false,jobs_period_08.csv
